Video ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Response_1,Response_2,Response_3,Response_4,Response_5,Response_6,Response_7,Response_8,Response_9,Response_10,Response_11,Response_12,Response_13,Response_14,Response_15,Problem
PjcfQgVZW1I,5,3,5,2,5,4,2,5,2,2,2,2,2,2,2, 5," 3. The video achieves partially its aim. The video explains the difference between primary and secondary bedwetting. However, it does not provide any information on how to treat bedwetting.", 5, 2, 5, 4, 2, 5, 2, 2, 2, 2, 2, 2," 2. The video provides some information about the difference between primary and secondary bedwetting. However, it does not provide any information about the options for treatment or the pros and cons of each option.",False
Mxcz_6kgrW0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5,False
Dz1skaI421g,5,3,5,2,3,5,3,5,2,2,2,2,1,3,3, 5," 3. The video achieves its aim of explaining the difference between primary and secondary bed wetting. However, it does not provide information on the causes of primary bed wetting, nor does it provide information on the causes and treatment options for secondary bed wetting.", 5, 2, 3, 5," 3. The video provides some information about additional sources of support and information, but it is not comprehensive. The video mentions that ""there are number of interventions including medical and behavioral options"" and ""you need to speak to your child physician for further guidelines and treatment options,"" but it does not provide details about these interventions.", 5, 2, 2, 2, 2, 1. The video does not describe how the treatment choices affect overall quality of life.," 3. The video is partially clear that there may be more than one possible treatment choice. The video mentions that there are two types of bed wetting and that there are medical and behavioral options for treatment. However, it does not provide specific information about the different treatment options or the effectiveness of each option."," 3. Explanation: The video provides some information about the causes of bedwetting, but it is not clear whether it provides support for shared decision-making. The video does not provide information about the options for treatment, nor does it provide information about the risks and benefits of each option.",False
KOmNnmrN2sk,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5. The video describes how the treatment choices affect overall quality of life., 5, 5,False
UEC6k9hMO4M,5,3,5,3,5,3,3,5,3,3,3,3,2,3,3, 5," 3. The video partially achieves its aim. The video is good at explaining the causes of bedwetting. However, it does not provide information on how to treat bedwetting.", 5, 3, 5," 3. The video is partially balanced and unbiased. The video is balanced in the sense that it mentions both primary and secondary bedwetting and the possible causes of each. However, the video is not fully balanced in the sense that it does not mention the possible causes of secondary bedwetting, such as emotional or behavioral problems, and sexual abuse."," 3. The video provides some details of additional sources of support and information. However, the video does not provide information about the support and information for caregivers of children with bedwetting.", 5," 3. The video describes the causes of bedwetting, but it does not describe how each treatment works."," 3. The video describes the benefits of each treatment, but it does not describe the benefits of each treatment in detail."," 3. The video describes the risks of each treatment, but it does not describe the risks of each treatment in detail.", 3," 2. The video describes the causes of bedwetting, but it does not describe how the treatment choices affect overall quality of life."," 3. The video is partially clear that there may be more than one possible treatment choice. The video mentions that there are multiple possible causes of bedwetting, and that there are multiple possible treatments. However, the video does not clearly state that there may be more than one possible treatment choice for each cause of bedwetting."," 3. The video provides some support for shared decision-making. The video provides information about the causes of bedwetting, which is relevant to the decision-making process. However, the video does not provide information about the risks and benefits of different treatment options, which is an important part of shared decision-making.",False
cQEEKmdtCy8,5,3,5,3,5,5,3,5,2,3,2,3,2,2,3, 5," 3. The video explains the physiological basis of nocturnal enuresis. However, it does not explain the treatment of nocturnal enuresis.", 5," 3. The video is partially clear about the source of information used to compile the publication. The video mentions that the author is a doctor, and that the cause of nocturnal enuresis is deep sleep. However, it is not clear how the author came to the conclusion that deep sleep is the cause of nocturnal enuresis.", 5, 5," 3. The video provides some details of additional sources of support and information. The video mentions that the cause of nocturnal enuresis is deep sleep, but it does not provide any additional information about the causes of deep sleep.", 5," 2. The video describes the physiological basis of nocturnal enuresis, but it does not describe how each treatment works."," 3. The video describes the physiological basis of nocturnal enuresis, but it does not describe the benefits of each treatment."," 2. The video describes the physiological basis of nocturnal enuresis, but it does not describe the risks of each treatment.", 3," 2. The video describes a physiological basis of bed wetting, but it does not describe how the treatment choices affect overall quality of life."," 2. The video is partially clear that there may be more than one possible treatment choice. The video mentions that the physiological basis of nocturnal enuresis is deep sleep. However, it does not mention that there are different treatment options for children who have deep sleep."," 3. The video provides partial support for shared decision-making. The video provides information about the physiological basis of nocturnal enuresis. However, the video does not provide information about the psychological basis of nocturnal enuresis.",False
O6PgnubIRg0,5,5,5,1,5,5,3,5,2,5,2,2,2,3,3, 5," 5. The video achieves its aim. The video is a short, informative video that explains the causes of adult bedwetting and how it can be treated. The video is clear and easy to understand. The video is not sensationalist and is not trying to scare the audience. The video is not trying to sell a product or service. The video is trying to educate the audience and it does so effectively.", 5. The video is relevant because it provides information about the causes of adult bedwetting and its treatment. The video also provides information about the normalization of adult bedwetting and encourages viewers to seek medical help., 1, 5. The video is clear when the information used or reported in the transcript was produced., 5. The video is very clear in stating that bed wetting is not a pathology and is often due to stress. It also recommends seeking medical treatment.," 3. The video provides information about a source of support and information (the website of the speaker) and a source of treatment (a medication). However, it does not provide information about other sources of support and information.", 5," 2. The video describes the symptoms of adult bed wetting and the fact that it is not a pathology. It also mentions that it can be treated with antidepressants and anticholinergic medications. However, it does not describe how these treatments work.", 5. The video describes the benefits of antidepressants and anticholinergic medications for bed wetting.," 2. The video describes the risks of each treatment, but it does not describe the risks of bed wetting.", 2," 2. The video describes that the treatment choices affect the quality of life of the patient, but it does not describe how the treatment choices affect the quality of life of the patient."," 3. The video is partially clear that there may be more than one possible treatment choice. The video mentions two possible treatments, antidepressants and anticholinergic medications."," 3. The video provides some information about the treatment of bed wetting, but it does not provide information about the options for treatment, nor does it provide information about the risks and benefits of each option.",False
uGknlSJp7Sw,5,5,5,5,5,5,5,5,3,3,3,3,2,5,4, 5, 5, 5, 5, 5, 5, 5, 5," 3. The video describes the prevalence of bedwetting and the genetic factor associated with it, but it does not describe how each treatment works."," 3. The video describes the benefits of the following treatments: restricting liquids before bed, using medications, and using bed alarms. However, the video does not describe the benefits of the following treatments: behavioral treatments, pelvic floor muscle exercises, and bladder training."," 3. The video describes the risks of bedwetting, but it does not describe the risks of the treatments.", 3," 2. The video describes the prevalence of bedwetting and the genetic factor associated with it, but it does not describe how the treatment choices affect overall quality of life.", 5, 4,False
OkEU5_ultYk,5,4,5,3,5,3,5,5,3,3,3,3,3,3,3, 5, 4, 5," 3. The video mentions several sources of information used to compile the publication, but it is not clear what these sources are. The video mentions a physician, a bedwetting alarm, and a diet. It is not clear whether these are the only sources of information used to compile the publication or whether there are other sources of information used to compile the publication.", 5," 3. The video is partially unbiased. The video is balanced in the sense that it presents both the physical and psychological effects of bedwetting. However, the video is biased in the sense that it presents the bedwetting alarm as the only solution to bedwetting.", 5, 5," 3. The video describes how each treatment works. The video describes the possible reasons why a child may have bedwetting, and the treatments that can be tried first. However, the video does not describe the mechanism of each treatment."," 3. The video describes the benefits of each treatment. However, the video does not provide information about the effectiveness of each treatment."," 3. The video describes the risks of bedwetting for the child (psychological issues) and for the parents (disturbance of the household). However, it does not describe the risks of the treatment (alarm, anti-diuretic pill).", 3," 3. The video describes the possible reasons why a child may have bedwetting, but it does not describe how the treatment choices affect overall quality of life."," 3. The video is partially clear that there may be more than one possible treatment choice. The video mentions several possible causes of bedwetting and several possible treatments. However, the video does not mention the possibility of no treatment."," 3. The video provides some support for shared decision-making. The video provides information about the causes of bedwetting and the options for treatment. However, the video does not provide information about the risks and benefits of each option for treatment.",False
hAIvcVW-tcY,5,4,5,3,5,4,3,5,3,3,3,3,2,3,3, 5," 4. The video achieves its aim of informing about bedwetting. It explains the causes of bedwetting, the effects of bedwetting on children and their parents, and the treatment options. It also provides some tips for reducing the frequency of bedwetting."," 5. The video is relevant to the topic of bedwetting. The video provides information about the causes of bedwetting, the effects of bedwetting on children and their parents, and the treatment options for bedwetting. The video also provides information about the normal developmental process of bedwetting."," 3. The video mentions a source of information (Dr. Liza Aguiar) and provides some information about the source (pediatric urologist at Hasbro Children's Hospital). However, it is not clear how the information provided by the source was used to compile the publication.", 5, 4. The video is balanced and unbiased. The video provides information about the causes of bedwetting and the treatment options. The video also provides information about the fact that bedwetting is treatable and that it is common for bedwetting to go away on its own.," 3. The video provides some information about the sources of support and information. The video provides information about the sources of support and information, such as the pediatric urologist, the medications, and the bedwetting alarm. However, the video does not provide information about the specific organizations that provide support and information.", 5," 3. The video describes the causes of bedwetting and the reasons why it can be frustrating to children and their parents. It also describes the treatment options available. However, it does not describe how each treatment works."," 3. The video describes the benefits of each treatment. However, the video does not provide information about the effectiveness of each treatment."," 3. The video describes the risk factors of bedwetting, but it does not describe the risks of the treatment."," 3. The video describes that bedwetting is treatable and that there are reasons why it happens. However, it does not describe what would happen if no treatment is used."," 2. The video describes the causes of bedwetting and the treatment options, but it does not describe how the treatment choices affect overall quality of life."," 3. The video is partially clear that there may be more than one treatment choice. The video mentions that there are short term solutions, including medications, bedwetting alarms, and conditioning the brain to wake up at the time of peeing at night. However, the video does not mention the long term solution of surgery.", 3. The video provides some support for shared decision-making.,False
mmIJZMy725s,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3,False
S8DY1y54mho,4,4,4,3,4,4,4,4,3,3,3,3,3,3,4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3. The video describes how the treatment choices affect overall quality of life. The video describes that bedwetting is common and not shameful. The video describes that the treatment choices affect the emotional state of the child. The video describes that the treatment choices affect the child's social life. The video describes that the treatment choices affect the child's self-control., 3, 4,False
xHi6ISkkC1M,5,5,5,5,5,4,5,5,3,5,3,3,3,3,4, 5, 5, 5, 5, 5, 4, 5, 5, 3, 5, 3, 3," 3. The video describes the definition of the condition, but it does not describe how the treatment choices affect overall quality of life.", 3, 4,False
hpjG_JQCnVc,5,5,5,5,5,5,5,5,3,5,5,3,3,5,5, 5," 5. The video achieves its aim. The video is aimed at parents of children who wet the bed and it provides information about the causes of bed wetting, the treatment options, and the effectiveness of a bed wetting alarm. The video is clear and easy to understand. It provides information that is relevant to the topic and it is presented in a way that is helpful to the viewer.", 5. The video is highly relevant to the question. The video explains the causes of bed wetting and the treatment options. It also recommends the most effective treatment option., 5. The video clearly states that the main source of information is a medical expert., 5, 5, 5. The video provides details of additional sources of support and information., 5," 3. The video describes how each treatment works, but it does not describe the mechanism of the alarm.", 5, 5," 3. The video describes that the condition is treatable, but it does not describe what would happen if no treatment is used."," 3. The video describes the treatment choices, but it does not describe how the treatment choices affect overall quality of life.", 5. The video clearly states that there are multiple treatment options for bed wetting., 5. The video provides a clear explanation of the causes of bed wetting and the treatment options. It also provides a recommendation for a specific treatment option.,False
2lIHtvYno9g,5,4,5,5,5,5,5,5,3,5,4,3,3,5,4, 5, 4, 5, 5, 5, 5, 5, 5," 3. The video describes how each treatment works. It describes the treatment of constipation, the treatment of bladder dysfunction, and the treatment of bedwetting. However, it does not describe the treatment of the bladder dysfunction in detail.", 5, 4," 3. The video describes some of the things that can be done to treat bedwetting, but it does not describe what would happen if no treatment is used."," 3. The video describes some factors that may affect the quality of life of the child and the family, but it does not describe how the treatment choices affect the overall quality of life.", 5, 4,False
B2WXxgwJG7c,5,4,5,3,5,4,3,5,3,3,3,3,2,3,3, 5, 4, 5, 3, 5, 4, 3, 5, 3, 3," 3. The video describes the risks of bedwetting, but it does not describe the risks of the treatment. The video describes the risks of bedwetting, but it does not describe the risks of the treatment. The video describes the risks of bedwetting, but it does not describe the risks of the treatment.", 3," 2. The video describes the genetic component of bedwetting and the combination of factors that cause bedwetting, but it does not describe how the treatment choices affect overall quality of life."," 3. The video is partially clear that there may be more than one possible treatment choice. The video mentions that bedwetting is a combination of factors, and that there are things that are out there on the market that may help. However, the video does not mention that there are different treatment options, and that the choice of treatment options depends on the child and the family.", 3,False
CJ-2isjBfa8,3,3,3,2,3,2,3,5,2,2,2,2,2,2,2, 3, 3," 3. The video is partially relevant. The video is relevant to the question of whether bed wetting can be cured naturally. The video suggests that bed wetting can be cured naturally by changing the diet of the child and by increasing the water intake of the child. The video also suggests that the child can be encouraged to control their bed wetting by giving them gifts. However, the video is not relevant to the question of whether bed wetting is caused by constipation. The video suggests that constipation can cause bed wetting, but it does not provide evidence that constipation is the main cause of bed wetting.", 2, 3, 2, 3, 5, 2, 2, 2, 2, 2. The video describes how the treatment choices affect overall quality of life. The video describes how the treatment choices affect overall quality of life. The video describes how the treatment choices affect overall quality of life. The video describes how the treatment choices affect overall quality of life. The video describes how the treatment choices affect overall quality of life.," 2. The video is partially clear that there may be more than one possible treatment choice. The video mentions that the treatment is related to the size of the rectum and bladder, and that the treatment is related to the diet. However, the video does not clearly state that there are multiple treatment options, and does not provide information on other possible treatment options.", 2,False
norO25hnz8g,5,4,5,3,5,5,5,5,3,4,4,3,2,3,4, 5, 4, 5, 3, 5, 5, 5, 5, 3, 4, 4, 3," 2. The video describes the treatment choices, but it does not describe how the treatment choices affect overall quality of life."," 3. The video is partially clear that there may be more than one possible treatment choice. The video mentions the bedwetting alarm and medication as possible treatment choices. However, the video does not mention other possible treatment choices such as desmopressin and bladder training.", 4,False
N_m8axjvHa4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, 5," 5. The video achieves its aim of explaining the difference between daytime wetting and nighttime wetting. The video is clear and concise, and the presenter explains the difference between the two conditions well. The presenter also explains the difference between the two conditions in a way that is easy to understand."," 5. The video is highly relevant to the topic of Diurnal Enuresis. The video is informative and provides a clear explanation of the difference between Diurnal Enuresis and nocturnal enuresis. The video is also relevant to the target audience, which is parents of children with Diurnal Enuresis.", 5, 5," 5. The video is very clear in stating that daytime wetting is not the same as forgetting to go to the toilet. It is a different condition, and it is not the child's fault. The video is also clear in explaining the difference between daytime wetting and bedwetting.", 5. The video provides details of additional sources of support and information. The video provides a clear explanation of the difference between daytime wetting and nighttime wetting., 5, 5, 5, 5, 5," 5. The video describes how the treatment choices affect overall quality of life. The video describes the difference between daytime wetting and nighttime wetting. Daytime wetting is described as a functional small bladder and a weak sphincter, or gate, in which the urine passes. The video describes that the urgency is too late.", 5. The video clearly states that daytime wetting is not the same as forgetting to go to the bathroom. It also clearly states that daytime wetting is not due to laziness., 5. The video provides a clear explanation of the difference between daytime wetting and nighttime wetting. The video also provides clear information about the causes of daytime wetting.,False
oVIFzeqUmCQ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, 5, 5, 5, 5, 5, 5. The video is balanced and unbiased. The video is presented by a medical expert and the information is presented in a balanced way. The video is based on scientific evidence and the information is presented in a way that is easy to understand., 5. The video provides details of additional sources of support and information., 5, 5, 5," 5. The video explains the risks of not drinking enough water, which are dehydration, more concentrated urine, irritation of the inner lining of the bladder, and constipation. These are the risks of not drinking enough water, which are explained in the video.", 5," 5. The video explains that dehydration can lead to constipation, which can irritate the bladder and lead to wetting. This implies that dehydration can affect overall quality of life.", 5," 5. The video provides a clear explanation of the fact that bedwetting is not caused by drinking too much liquid before bedtime. It also provides a clear explanation of the fact that dehydration can lead to constipation, which can lead to wetting.",False
nWdUeCVpMfo,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3. The video describes how the treatment choices affect overall quality of life. The video describes the impact of bedwetting on the quality of life of the narrator and his friends. The video also describes how the narrator tried to control the bedwetting problem and the impact of the problem on his self-esteem. The video also describes how the problem affected the narrator's relationships with his friends., 3, 3,False
