Video ID,Transcript,Topic,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Response_1,Response_2,Response_3,Response_4,Response_5,Response_6,Response_7,Response_8,Response_9,Response_10,Response_11,Response_12,Response_13,Response_14,Response_15,Problem
twaMB1Z6GtI,"Harper is our little girl. She is two and a half years old. She was born with spina bifida. She's very, very outgoing. She's a boss. She's just this little, sweet, spunky little girl. Harper has spina bifida. It's at the thoracic level. Being how high it is up in her thoracic spine, you know, typically kids with that diagnosis don't sit, they don't crawl, they don't stand, they don't walk. Without those muscles, it's not as easy as it looks. I had to get her comfortable with me, and we built some connections and we became friends quickly. We worked on a bench for many months, you know, sitting on the edge of the bench, building up her confidence to just get into standing. And eventually, you know, we got her taking those first steps. It was baby steps at first and a few steps here and there. They were not pretty steps. They were very sloppy, but they were the most beautiful steps I've ever seen. Hey, are you ready to sing baby shark? Harper's really come out of her shell in the last few months. Daddy shark doo doo doo doo doo doo doo doo. Daddy shark doo doo doo doo doo doo doo doo doo. We did that, you know, it wasn't just me, it was Harper and her family. Good job. The care that we have received from the Outpatient Rehab Center has been far and above what I came in looking for. From having a comprehensive team of a developmental pediatrician, to having an occupational therapist and a physical therapist that all work together to formulate a plan of care, it's amazing. She shouldn't be able to have the ability to do what she does, but she does. I think she's going to change the world personally. She's definitely going to do great things. you",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
qPmzl95kOpo,"Our goal with fetal surgery repair for spina bifida is to get the mother to 37 weeks. Babies who undergo fetal surgery tend to be born prematurely and in the MALMS trial they were born at an average gestational age just beyond 34 weeks, but 10% were born at 30 weeks or prior to that time which is quite premature. Over 65% of them get past that 35 week mark and then it becomes a matter of timing of delivery. We've made an incision in the uterus that is not in a safe part of the uterus to allow the woman to labor in any pregnancy going forward. So the baby is delivered via a cesarean section in the special delivery unit. The special delivery unit was built for the mother carrying a baby with a birth defect, was built for the mother carrying a baby with spina bifida. We as the resuscitation team feel like we are very prepared for those deliveries. We have excellent communication with the obstetricians and we have access to all their prenatal imaging. We know those babies very well and we coordinate their delivery and their care. Dr. Johnson delivered Sean. He came out very healthy, 6 pounds 7 ounces. Which was a very good size for a child that's born at 36 and a half weeks. He was a big boy. We always make a point of bringing the baby to the mother prior to bringing the baby down to the NICU so that the mother and father and any relatives that they want can see the baby. And from there we take the baby straight down to the newborn infant ICU and the moms are close, you know they can come down as soon as they're feeling well and if there's something going on we're able to go straight back up to their unit. The idea of being together is huge when you're talking about what's already a very stressful situation. So really the SDU has been a wonderful thing.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
Jfp3Up3dUr8,"It was our first child. We were very excited and of course we were doing the countdown like every new parent does. We were looking forward to having our first ultrasound for our new baby and start our family together. Well baby ultrasound they called it, you know, just to check everything out. No big deal. We weren't even going to find out if we were having a boy or a girl. And of course we didn't get exactly the great news we were expecting. The technician found that our child's brain was not forming correctly so we had to go to a higher level ultrasound. So we did that and they confirmed that we had a baby with spina bifida. And of course our lives were turned upside down. All those hopes, dreams and everything else you had for your child were just gone. In the context of families getting a new diagnosis of spina bifida they may or may not know much about it. It may not only be quite a shock but because they may not understand what that means is probably pretty terrifying. And we start talking about paralysis and catheters and shunts and wheelchairs and they start to cry because this is not what they imagined. All of their hopes and dreams for that child are readjusted, are reorganized. Most of the time they get this diagnosis before they actually come to see us so they've had some time to adjust to it. And one of our jobs at our center is to make sure that mothers have every option available to them. To educate them, to advise them, to help them so that whatever choice the mother and the family makes is the right one for them.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
jlDZA2PNW2o,"The term “spina bifida” comes from the latin “split spine,” which is actually a pretty good description, because spina bifida is a birth defect where the tissue on the left and right side of the back that normally come over the spinal cord to protect it, don’t completely meet up to form a nice seal, leaving behind various degrees of an opening right down the middle of the lower back. Very early on in fetal development, the ectoderm, which is the outer layer of the fertilized egg, starts to develop a bit of a ridge that eventually becomes the neural tube. This neural tube goes on to become the spinal cord, the brain, as well as tissues that enclose and protect them, called the meninges, and spina bifida occurs when a portion of this neural tube fails to close properly, typically in the lower back. This constitutes a defect or absence of the vertebral arches due to failure of mesoderm to organize over the region of the defect, and it may or may not involve the underlying meninges and neural tissue. Alright so there are three main types of spina bifida, the first is myelomeningocele, also called meningomyelocele, and this is the most severe of the three and occurs when the spinal cord and the surrounding meninges protrude out of an opening in the bony vertebrae and are held together by a sack of skin that pouches out from the back. In really severe cases, there is no skin at all, and the nerves of the spinal cord are therefore exposed, a condition called ‘open spina bifida, and this can cause serious damage to the exposed nerves as well as risk an infection, resulting in symptoms like loss of sensation or paralysis in the areas of the body below the damaged site, bladder or bowel movement problems, seizures, as well as leg and foot deformities. Now a myelomeningocele is typically associated with a condition called an Arnold Chiari II malformation, which is where cerebellar and brainstem tissue slip down into the foramen magnum—the opening at the base of the skull. This Arnold Chiari II malformation results in a variety of symptoms related to the cerebellum and often resulting in hydrocephalus—an abnormal accumulation of cerebrospinal fluid in the brain. Alright the second type of spina bifida is meningocele, sometimes called a meningeal cyst. In this condition, the prenatal spinal deformities result in only the meninges (and not the spinal nerves) slipping into the gaps between the deformed vertebrae. This one’s the least common form of spina bifida, and because the spinal cord itself is not damaged, these individuals often do not experience the severe symptoms that are seen in myelomeningocele. Alright the third type and finaly type is spina bifida occulta, and this is the most common and most mild form of spina bifida. In fact, ‘occulta’ is latin for hidden, which is appropriate since many of the normal prenatal tests used to diagnose spina bifida don’t catch the disorder because the deformities in the tissues of the lower back are tiny. In spina bifida occulta, the spinal cord and surrounding tissue don’t protrude, nor is any of the tissue forced into the spaces in between the vertebrae. Since the spinal nerves are undamaged, people with this form of the disorder are often asymptomatic, and the condition is usually only found accidently later in life. At most, people might have hair, a dimple, or birthmark on their back above the site of the lesion. Now, the exact cause of all three types of spina bifida isn’t known, but there are known risk factors like folate or Vitamin B9 deficiency during fetal development. Therefore prenatal vitamins include folic acid, which is the manufactured form of folate. The developmental deformities, though, that cause spina bifida often take place in the fourth week of pregnancy (which is 21-28 days) and this could be before a woman might know she’s even pregnant, and therefore she’s not taking prenatal vitamins yet. To help combat this, enriched grain products like breakfast cereals made with whole grains have folic acid added to flour as a general preventative measure. Other risk factors for having a child with spina bifida include obesity, poorly controlled diabetes, and taking medications that interfere with folate metabolism like certain anti-seizure medications. Diagnosis for the most severe form of spina bifida—myelomeningocele—is often done prenatally by looking for an increased level of alpha fetoprotein (or AFP) in the mother’s serum, which can happen when the skin surrounding the fetus’s spine is missing and AFP leaks into the amniotic fluid and into the mother’s bloodstream. AFP, though, can be elevated by other conditions as well so in order to get a more exact diagnosis, additional blood tests for Human chorionic gonadotropin (or HCG), inhibin A, and estriol, as well as an ultrasound are usually done. In more serious cases, amniocentesis (where a sample is taken directly from the amniotic sac surrounding the fetus) can be performed. For treatment, prenatal surgery is done to close a myelomeningocele, but this surgery can be dangerous to the developing fetus as well as the mother. In cases where postnatal surgery is chosen, it is often done within the first few days of an infant's life in order to minimize the risk of infection like meningitis. Even if the surgery is successful, people with this condition typically need additional interventions such as urinary catheterization to help with urination and crutches or wheelchairs in case of paralysis or low muscle tone, because the damaged or underdeveloped spinal nerves can’t be repaired. Alright, as a quick recap, the three types of spina bifida are spina bifida occulta, which is the most common and least severe, meningocele, which is the least common and also typically not very severe, and myelomeningocele, which is the most severe form of spina bifida. Thanks for watching, you can help support us by donating on patreon, or subscribing to our channel, or telling your friends about us on social media.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
6Ii_v3t9hpU,"Spina bifida, or its most severe form, myelomeningocele, is the most common central nervous system or neurologic birth defect in the world. Myelomeningocele is a defect in the spine. It's failure of the spinal cord to close. The spinal cord, or the neural tube as the embryologists say, forms very early in gestation, certainly before eight weeks gestation. And spina bifida is thought to be a failure of the formation and closure of that neural tube, so that the spinal cord elements are exposed to the intrauterine environment. It's a progressive process, it's a progressive injury, so that by the end of pregnancy there's been direct traumatic injury to the spinal cord, and there's been injury from the amniotic fluid itself. Because of changes in pressure and fluid flow, babies are also at risk for developing hydrocephalus. Which is a fluid buildup on the brain, and which damages the developing brain. Virtually every child with myelomeningocele or spina bifida has an Arnold-Chiarri malformation on x-ray. And what it is, is that the back part of the brain, called the cerebellum, that has a lot to do with control of motor movements, is wedged down into your neck. The cerebral spinal fluid that cushions the brain and cushions the spinal cord leaks out through the back through the open spina bifida defect. That leads to the back part of the brain getting summed down into the upper part of the spinal canal. That in turn can block the circulation of cerebral spinal fluid in the brain, because the fluid is produced in the brain and then there's no way for it to circulate beyond that blockage point. So if there is a blockage in the flow of that fluid, then the water builds up inside the ventricle. So you've probably heard the term water on the brain. The water isn't on the brain, it's inside the brain. If you don't treat that, then you end up with a massively enlarged head, you die, or you end up with severe mental retardation. So in order to minimize that ongoing damage of pressure from the fluid, the pediatric neurosurgeon places a shunt tube. It's a simple device. This is a shunt. It's made out of silicone. This end goes through a hole in the back of the head into the water cavity and tunnels down under the skin and goes into the abdomen, which is able to absorb the fluid. It's not a cure. It treats the symptom. It doesn't treat the disease. Once you have a shunt, there are multiple complications that can arise from it. The shunt can become infected, which is a serious complication, because then the brain and the layers in the brain can become infected with meningitis and sephalitis. And with each bout of infection, that can affect the brain function. And then, of course, there are mechanical problems. They clog, they break, they get to be too short, they migrate. So it's not unusual for a child with spondabifida who has a shunt to require that shunt, and not only for life, but to have that shunt changed at least five or six times during the course of their life. It's important for parents to understand the potential complications or ramifications of spondabifida after the diagnosis is made. A child may experience difficulty with apnea, forgetting to breathe. They may also have breathing problems, choking, blue spells. In the worst case, you end up with a child who's on a ventilator with a tracheostomy and a tube in the stomach to eat. And that is a huge impact on your quality of life. Apnea can cause paralysis in the lower extremities that can interfere with the baby's ability to walk or they may even be wheelchair dependent. They also have difficulty with their bowel and bladder function. Most of these kids, when they become older, have to catheterize or else they have to wear diapers. They can develop significant curvatures of the spine because of instability, bony instabilities of the spine if they have a high lesion. Because of the lack of innervation to the feet and the ankles, there can be the formation of club feet or the medical term is telopes as a consequence. So that requires orthopedic intervention after birth. And then there are problems that can come on later on in life. It's not even necessarily done when you're a baby. You can get tethered cord, which means that the nerve tissue gets caught up in scar tissue and you can lose function. So it's a lifelong issue of disability.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
4Fi-miRqjHs,"Michael Walker – We went in for the routine ultrasound at 27 weeks and as the nurse was looking at the ultrasound she said, “now wait a minute, I see something”. Nancy Walker - And I asked her, is it something that you can tell us? And she said there is something wrong and at that point everything just stopped. And then you sort of get into the normalcy that is your life and you love that baby and you treat her just like another member of the family. With Sophie she has a little bit of extra care that we need to take. But other than that she really is just like any other kid. Michael Walker– The only difference is she’s exceptionally cute. That’s a problem. Alvin Francis - Eric comes home and says, I can jump, and we all kind of go no you can’t. And then he shows you that he can and, you realize that the limitations that we set are those that we know but because he has not known any different, he hasn’t set any limitations. Eric Francis – I like doing karate and exercising so I can get strong. Milele Francis - Eric knows he has spina bifida. He knows why he wears braces. He knows he’s had surgeries. Explaining to your children what’s going on and why is important too because there’s always going to be questions. Eric Francis - I don’t let anything stop me from kicking or punching. Milele Francis - And so I think that not so much having a child with spina bifida changed my life, but being a parent changed my life. Hi, I’m Joshua Joines and I’m an 11 year old and I have Spina Bifida. I think I’m just a normal kid but, there’s obviously some differences. I go to the hospital a lot more than everybody else and I have to wear leg braces and stuff like that. Angie Joines - We’ve encouraged Joshua’s independence, since he came home from the hospital. We started him with physical therapy at six weeks of age; his physical therapist adapted all of his toys. We taught him things like swimming when he was 3 and riding a bike when he was 3. Joshua has a huge part in his own medical care. We put together a medical notebook. For each specialist, there’s a category and Joshua has a page, and before every appointment he’s required to write his own questions to the physician. In the school setting, he has been self-catheterizing since he was 3 years old. When we sent him to preschool at four, he went with a three-alarm watch and a bag of catheter supplies, and we gave him the confidence that he could do it. Josh Joines - I like being part of my medical team because they listen to me better than my parents. Angie Joines - From the very beginning we always thought that this spina bifida was just something on the side. We never allowed the spina bifida to come first. My name is, Ramu Mundakizhi Kaledi and I’m a Health Policy Analyst at the CDC. I graduated from Georgia State University, with a bachelor’s in public policy. My parents, especially my dad, pushed me to do things, just to lead a normal life. If I felt like I couldn’t do something he would push me. Everyone has to learn to be independent and living on their own, managing their own lives, I’m beginning to do that as well now. I go to my own doctor’s appointments and manage all my doctor visits and my medical issues. I play actually on a wheelchair league and, because it’s a wheelchair league, it’s a small league and it’s all about the community. If I could give a young person one major bit of advice, have dreams in life and, stick to those dreams. Everyone has adversities in life and your adversities although different from others aren’t going to keep you from accomplishing your dreams.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
bLnYzCcTEEA,"In this fetus with spina bifida, you can see an opening in the back with an exposed spinal cord. Prenatal repair is usually done between 20 and 26 weeks gestation. Once the mother is under anesthesia, we make an incision in the abdomen to expose the womb. The womb is then open to expose the back of the fetus using a specially designed staple to control bleeding. The tissue over the defect is then opened and removed. Next, the spinal cord is free from surrounding tissue before it is protected using the Dura. We then close the muscle layers over the defect to further protect the spinal cord. The skin of the fetus is then closed over the defect. If a fetus does not have enough tissue on its back for primary closure, we will repair the spinal defect using patches as shown here. First, we protect the spinal cord by suturing a patch over it before we lay down a second patch to reinforce the repair. We then close the large skin defect using a piece of skin substitute to complete the repair. We then close the womb and conclude the surgery by closing the mother's incision. Ideally, the pregnancy is continued until 37 weeks gestation before the baby is delivered by c-section.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
asl-c1zmHmk,"(soft music) - Spina bifida is a fairly common birth defect that occurs in one to two out of every 1000 live births. What normally should occur early in fetal development or the development of your baby is the neural tube. Starts off as a flat plate of cells, and then around six weeks into development, that flat plate zips itself closes and forms the neural tube. Inside that tube, the nerves from our brain run down to our limbs, so to our arms and to our legs, and the neural tube forms a protective barrier so that those delicate nerves don't get damaged. In cases of spina bifida, also known as a neural tube defect, what happens is that zipping process doesn't go quite right and there can be a gap in the neural tube that allows those delicate nerves to come out of the body, usually out of the skin and they're damaged, as, in exposure to the amniotic fluid. When there is damage to those nerves when the babies are born, we do surgery to repair the opening, but the nerves have usually already suffered some damage. As a result, people or babies with spina bifida or children with spina bifida usually have some degree of paralysis or the inability to use their legs to some extent. So some people with spina bifida will undergo surgery and have a limp or need some sort of help with bracing. Other people with spina bifida will use a wheelchair, so there's some degree, but usually no matter when we are able to do surgery, there's some damage to those nerves. Spina bifida can happen in any pregnancy to any woman. We know there are some risk factors that can make a pregnancy at higher risk to have a baby with spina bifida and those include moms who are diabetic, when there's been a family history of other individuals with a neural tube defect, or some women on certain medications. But most of the time, spina bifida happens in a pregnancy where we didn't know there was a higher risk, and that's why we talk so much about folic acid. Folic acid is a B vitamin that we know helps reduce the incidence of spina bifida. Usually people get folic acid in their diet, but we recommend that any woman of any childbearing age take a vitamin that has 0.4 milligrams of folic acid. Because that neural tube closes so early in pregnancy, sometimes a neural tube defect has formed before a woman even knows she's pregnant. For women that we identify that are at higher risk to have a baby with spina bifida, we'll typically recommend more folic acid so it's a good idea to talk to your OB if you're considering having a baby and think you have any risk factors that would increase the risk for this birth defect.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
YG4nrRnAlcc,"Decatur was actually brought to our attention before she was actually born. We knew that she had a fairly large myelomeningocele or what most people would understand as spina bifida. The spinal cord is open. If your spinal cord is open, that means your cerebral spinal fluid, it's all in communication with the outside world. So the biggest risk at that point is they can get an infection. If they get an infection, that's meningitis and that's very serious in a baby. But what we aim to do is close the skin, create a barrier between the outside world and the spinal fluid and therefore prevent an infection. Reach in with this forcep and grab the white band. Over time, it became obvious that Decatur was not actually going to be able to get away without needing a BP shunt. We follow the child's head circumference and if the head grows inappropriately, which is a sign of fluid under pressure, then we make arrangements to place a ventricular perineal shunt, which is the treatment for hydrocephalus. People who have hydrocephalus, they don't absorb the fluid, although they continue to make it. Yeah, I'll take a couple more of those and then some derma bond. So you need to move it somewhere else. So the shunt is basically plumbing to move the fluid from the brain down to the abdomen where it's ultimately reabsorbed into the bloodstream, just like it would be in the normal situation in the head. It looks good. And then once she finally got to the point where she had stabilized, was eating well, we were actually able to get her home at that point. There's our beautiful baby. We're enjoying her home right now. I think the one thing that gives these kids the best opportunity for the best outcome is that there is a coordinated kind of care center that our neurosurgeons and other specialists manage for the spina bifida clinic and that they are actually able to help these kids end up with their best outcome.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
UrbXyXd7N38,"Carter, I would describe him as strong-willed. That's like the very first thing that comes to mind. He has a lot of personality. He tries to pretend that he's shy and is the complete opposite of that after about 30 seconds. He is Specter and he's compassionate. If I'm not feeling good or if I have a headache the next day he'll say, Mom are you feeling better? And those things stick with him. He is a self-taught gymnast so he loves doing head stands and flips and he tries to flip over the couches and jump off things and jump off stairs and so he is just a big jumper right now so we're really into that. And we love dancing so we will turn music on in the house and we'll dance away right? I am talking about you. Yeah. June 24th we went in for our ultrasound then a doctor came in and she introduced herself and she said I'm a high-risk OB so she said she wanted to take a look and that she thought our child might have what's called spina bifida. Spina bifida is one of the more common birth defects. It's the second most common birth defect that we see in the United States. It results from the spine failing to close very early in pregnancy and it is the level of the lesion or where on the back the defect is present that determines what the level of function will be for that individual child. We met with the maternal fetal medicine team and Dr. Treadwell we met her that day and then she brought up the in utero fetal surgery but we would perform that surgery when you were still pregnant. Before the procedure even happened I had kind of talked to Dr. Treadwell just to get an idea of like what to expect and I said you know is there anyone that I can talk to so I know like what's gonna happen maybe what to pack what you know what to expect once we go home and she said well actually Casey you would be the first one. The Hilton family was the first family that had the in utero spina bifida repair here at Michigan Medicine. When we talk about prenatal surgery for spina bifida what we're literally talking about is opening the woman's abdomen opening up her uterus while she's still pregnant operating on the baby while the baby is still in the uterus closing everything up and trying to continue the pregnancy for an additional 10-12 weeks. We were told originally if he walked that he would have a very hard time with it most likely would be in a wheelchair Carter does have a wheelchair it's in our garage because he doesn't really use it the fact that he is just blown everyone away and is running around our house asking us to chase him um is definitely something that I have to like remind myself hey you know I was told that this might never happen and so if he asked me to chase him around the kitchen then gosh darn it I'm gonna chase him around the kitchen.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
0Gf6o2ZEQkc,"[Fetoscopic spina bifida repair animation] This animation shows a spina bifida repair, done prenatally, using a fetoscopic technique. In this fetus with spina bifida, you can see an opening in the back, with an exposed spinal cord. Prenatal repair is most commonly done between 22 and 26 weeks gestation. Once the mother is under anesthesia, we make an incision in the abdomen to expose the womb. We may use either a transverse incision, shown here . . . or a midline incision, as shown here. This animation shows a transverse incision. After we make the incision and cut through the layer of muscle, the womb is exposed. Ultrasound helps us to confirm the position of the fetus and shows us the best location to place the first port for the surgery. We then expand the amniotic cavity using humidified and heated carbon dioxide, which creates more space for us to do the repair. To enable us to see inside the womb, we insert a camera into the amniotic cavity through the first port. Two additional ports are then placed under direct vision to allow placement of instruments for the repair. We inject a cocktail of pain medication, paralytics and medication to protect the baby’s heartbeat into the gluteal muscle. We then place a stabilization stitch in the baby’s upper back, above the spina bifida. We first open up the sac all the way around the spina bifida defect. Once the sac is completely open, we free the placode, or exposed portion of the spinal cord, from the surrounding tissue. This procedure, which is called untethering, allows the placode to fall back down nicely into the spinal canal. We then raise the skin flap around the defect to loosen up the skin. This will eventually help us form a water tight closure of the spinal defect. To protect the placode, we place a patch into the defect. We anchor the patch on one end to the baby’s back using dissolvable sutures. A second patch is then placed to give additional protection, and again, it is secured with dissolvable sutures. We then close the skin over the spinal defect using dissolvable sutures, when the baby has enough skin to do so. If the defect is too large and we are not able to close the skin, we use a skin patch, forming a water tight closure. The stabilization stitch is removed. The repair is now complete. The ports are removed and the port sites are closed with dissolvable sutures. The amniotic fluid we removed is now replaced with warm fluid, and antibiotics are placed into the amniotic cavity. Finally, we close the mother’s abdominal wall muscle, and then close the skin. Ideally, the pregnancy continues until term, at which point the baby is delivered vaginally if there is no contraindication.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
Xk7IC0PbMMY,"- We were flagged on the genetic test that we were at a high risk for neural tube defects. Being a first-time mother, you go into this kind of like, you know, you envision your child's future. And then when something doesn't line up with the way that you viewed it, it's really, really hard to move past that. I was 26 weeks pregnant. It's a crazy thing being wheeled into an OR and God, there was over 20 people in there. And I just remember feeling really safe. I think it's a true testament to UC Davis that on every level, they are prepared to take care of you, labor and delivery, surgically, in the NICU, post-op. - I found a bus. - Oh, you found a bus? - It's a bus. - Being with him everyday and he is doing so well. You almost kind of forget sometimes. - When I was thinking about him taking those first steps and you know, he would go a couple steps then fall into us and he was laughing because we were laughing 'cause we were really celebrating that he was able to do that. Nobody was really sure what was gonna happen. And then now, years later as he's three years old, everybody is so surprised to see how well he's doing. - From all around the world, people come and all around the country, people come to UC Davis to have surgical procedures and to have medical care. We made the right choice. I think it's very obvious to us that we made the right choice at the right hospital with the right doctors.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
E080qJuHWdQ,"Every year thousands of babies are born with spina bifida. It's a birth defect where the spinal column doesn't close properly, exposing nerves to the environment. Most babies born with spina bifida in the United States have surgery soon after birth. But some children in other countries aren't so lucky. A little boy from Algeria suffered terribly for more than two years until his community helped raise money to send him to Mayo Clinic. Unbearable. He couldn't eat, he couldn't sleep. He had to live with this pain all the time. This YouTube video is not easy to watch. Munim Fershishi was born in Algiers with a severe form of spina bifida. His spinal cord did not close and his nerves that control walking and other functions pushed out into a sac of fluid called a meningocele. He could not walk or even sit. His mother Salima says her son spent the first two years of his life tilted forward on his stomach. He was in pain and doctors didn't do anything. Then the sac on Munim's back broke. He developed meningitis and slipped into a coma. His eyes were closed and he was breathing through a tube. Doctors in Algiers operated on Munim, but it did not help. Then, thanks to donations from the community, Munim was transported to Mayo Clinic. Probably the only reason the child survived, truthfully, for two years was due to the tremendous, obvious love and energy of the mother and the family. Neurosurgeon Frederick Meyer teamed up with other specialists in plastic surgery and pediatrics to customize a treatment plan for Munim. First, they cleared his body of infections. Then, Dr. Meyer opened the skin covering on Munim's spine and put the exposed nerve roots back into the spinal canal. Then, he closed the spinal canal and plastic surgeons closed the skin. No one was sure how Munim would do after surgery. He can move his feet, he moves his legs, he can sit down, he can eat with his own hand. Salima says Munim is without pain. He can play and laugh for the first time. Physical therapists are helping Munim get stronger and walk better than expected. Doctors aren't sure how far Munim will go with physical therapy, whether or not he'll be able to walk unassisted. But now, there's a promise of a full, productive life. He's my life. Munim is only two and a half, but he says when he grows up, he wants to be a surgeon, like Dr. Meyer. Munim's mother says she is overwhelmed by the generosity of people in her community who helped pay for Munim's trip to Mayo Clinic. And she thanks the many people at Mayo who helped her son survive. For Medical Edge, I'm Vivian Williams.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
-sU7NIB35cA,"(light music)  Finding out that your baby is less than perfect is hard, it really is. Especially that this is our third child. And we've had two healthy pregnancies, no complications whatsoever. It was really shocking for us to find out that anything was wrong. I mean, not that I would, but I didn't feel an different being pregnant, I didn't have any suspicion whatsoever. Spina bifida is so different in the way that it affects each child, so even when you're researching, you have so many possible outcomes.  It was nice that we actually had genetic counseling at that time, but to a certain regard, you kinda feel like you're on an island by yourself at that point. And we were looking for someone to really help us become grounded and know where we were gonna be going in the future.  Doctor Baschat: It's a 4D probe phase.  Doctor Miller: Here, at Johns Hopkins, we put together a new, innovative approach for prenatal surgery for spina bifida, which is much less invasive for the mother.  When you do traditional open fetal spina bifida repair, you also open the uterus with an incision, and that happens in the most vulnerable part of the uterine muscle. Whereas, if you do a fetoscopic repair, then your access to the fetus is minimally invasive and that averts a lot of problems of open fetal surgery.  And gives the opportunity to have a lesser impact, not only on the current pregnancy, but for every future pregnancy that she may have or consider, as well.  So, in cases of spina bifida, the three most common neurological findings are hydrocephalus, which is pressure on the brain, Chiari malformation, and the spina bifida lesion itself. It's important that we address those, and through prenatal closure, we're able to reduce the rates of both hydrocephalus and Chiari very successfully. Here at Hopkins, as a pediatric neurosurgeon, I'm involved as one of the first team members that they meet, as part of the fetal therapy team, and I help take care of their child throughout the course of their life.  They really talked about not just the pregnancy and not just the surgery, but then what care would look like for Harper down the line.  The benefits of prenatal surgery for spina bifida are established. When you compare the group of children that have surgery before, fewer children will require a shunt for hydrocephalus after birth. Their motor function will also be improved. We anticipate that after the immediate post-operative period, for women who, their course has been uncomplicated, they can gradually return back towards their normal activity. And that is a major advantage for life.  The idea that I also got to have a vaginal delivery was really, really important to me. My recovery was pretty easy after she was born and that made a huge difference in my ability to be there for her and for my other kids.  Doctor Miller: Because we have such a small core team who's involved in the total care of these patients, any small change, we can observe immediately.  We have regular followup appointments with a lot of doctors, but that's okay. We see neurosurgery every three months, just to keep checking on things and making sure things are going well.  Scott: From her health and the baby's health, we couldn't have asked for anything better from that surgery.  Fetal surgery is hard. It's not an easy decision to make. The quality of life that we expect for Harper is the same quality of life we expect for our other kids.  Child: How many months are her?  Six months.  Six months old. (cheering)",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
_FZntuo_W20,"Hello friends, I am Dr. Anurag Saxena, Senior Consultant Neurosurgeon and Spine Surgeon at Naranath Superspecialty Hospital, Gurgaon. Today we are going to talk to you regarding Spina Bifida. Spina Bifida is a condition which refers to a developmental defect in the spinal column of the child which means that there are certain areas of the spine of the child, bony spine and neural spine which are not able to form during the development of the child as a fetus. This leads to a defect in the back, it is usually more common in the lower side of the back but this can happen at the other extremity that is in the cervical region or the back of the head also. And this defect leads to a swelling which is called as cystic swelling or meningosil, myosil and sometimes there can be fatty tissues in it and it is called as a lipoma. So broadly Spina Bifida can be divided into two categories, one is called as a Spina Bifida Occulta which means occult or hidden which means that the defect you cannot see from outside and there is a covering of a skin or a fatty tissue over the defect and the other category is called as Spina Bifida Apperta or where it is apparent or where you can see it when there is a defect which is visible or there is a big swelling of a fluid containing sac which is available. The fluid containing sac can be meningosil and myosil which we are going to describe further in this video. We need to know exactly how it happens is it happens because the spine closes like a zip of a cloth when the patient, when the baby is in the womb and during the development this zip like closure of the spinal cord or your spine is sometimes hampered at either end of the spine that is in the upper end or the lower end and this leads to a defect which remains and in this defect certain tissues goes in from like body fat and muscles can go in and sometimes the neural tissues which forms a tube are not able to form a tube and sometimes there can be absence or inactive neural tissues inside this kind of swelling which leads to spina bifida problems. What exactly causes this kind of problems is not known however there is a clear association with deficiency of a vitamin called as folic acid in mothers especially at the time of conception and during the first trimester of the pregnancy. Other causative agents include certain type of drugs and genetic factors also. So if there is a family history, if somebody in the family is suffering from this kind of disease then the chances of one having baby with spina bifida increases as compared to general population. So when the cystic swelling contains only the fluid or the CSF or the cerebrospinal fluid then it is called as a meningosy. When this cavity contains fluid and the neural tissues which can include the spinal cord or nerves then it is called as a meningomyelosy. Because it is a developmental defect then sometimes the babies can have associated developmental problem in the brain like building up of the fluid which is called as hydrocephalus and sometimes they can have problems in their lower feet like club foot. Very rarely these kind of babies can have developmental problem in other organs of the body like heart and gastrointestinal organs. So apart from the swelling in the back or anywhere in the back like from your cervical spine to lower spine, most of the time in the lower spine this swelling is apparent and these patients usually have weakness or less movement of the legs and their control of their urine and bowels is also hampered. Now there are series of diagnostic tests which can be applied before birth. They are called as antinatal diagnostic tests and then there are after the baby is born then there are certain diagnostic modalities like MRI and the treatment largely depends on the type of the spinal bifida. The diagnosis and the treatment will be covered in the next part of this video. Thank you.",Spina Bifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
